"ID","GeneID","geneSymbol","chr","strand","exonStart_0base","exonEnd","upstreamES","upstreamEE","downstreamES","downstreamEE","ID.1","IJC_SAMPLE_1","SJC_SAMPLE_1","IJC_SAMPLE_2","SJC_SAMPLE_2","IncFormLen","SkipFormLen","PValue","FDR","IncLevel1","IncLevel2","IncLevelDifference"
109585,"ENSG00000140386.13","SCAPER","chr15","-",76404523,76404679,76379708,76381615,76434077,76434310,109585,"46,24,32","0,0,0","11,19,7","4,2,0",305,149,0.00103886262889,0.0288201190059716,"1.0,1.0,1.0","0.573,0.823,1.0",0.201
86847,"ENSG00000040341.18","STAU2","chr8","-",73709031,73709162,73673138,73673242,73738283,73738344,86847,"42,24,26","1,0,0","23,11,20","10,0,0",280,149,0.00103983891451,0.0288269096191015,"0.957,1.0,1.0","0.55,1.0,1.0",0.136
77533,"ENSG00000169660.17","HEXD","chr17","+",82441799,82441889,82440996,82441266,82442176,82442352,77533,"33,34,42","1,3,1","42,52,39","4,11,7",239,149,0.00104167774184,0.0288677324975807,"0.954,0.876,0.963","0.867,0.747,0.776",0.134
92237,"ENSG00000290823.1","ENSG00000290823","chr15","+",101965952,101966223,101961603,101961641,101972595,101972694,92237,"10,31,25","0,5,3","47,6,18","0,0,2",420,149,0.00104662187282,0.0289843650408673,"1.0,0.687,0.747","1.0,1.0,0.761",-0.109
57795,"ENSG00000223891.7","OSER1-DT","chr20","+",44214887,44215003,44210994,44211356,44224820,44225969,57795,"7,16,7","12,20,12","14,21,6","6,8,4",265,149,0.00105778141866,0.0292317820868471,"0.247,0.31,0.247","0.567,0.596,0.458",-0.272
4492,"ENSG00000101417.12","PXMP4","chr20","-",33710554,33710773,33707488,33707969,33714673,33714736,4492,"56,61,98","14,11,1","68,88,39","0,1,4",368,149,0.00106094708194,0.0293089885254473,"0.618,0.692,0.975","1.0,0.973,0.798",-0.162
73168,"ENSG00000184497.13","TMEM255B","chr13","+",113804884,113805028,113799338,113799419,113811735,113811953,73168,"18,18,14","0,0,0","10,16,14","3,0,3",293,149,0.00106136616775,0.0293102924005663,"1.0,1.0,1.0","0.629,1.0,0.704",0.222
95355,"ENSG00000148180.22","GSN","chr9","+",121282438,121282550,121281469,121281562,121301923,121302167,95355,"4,4,14","20,28,11","0,3,2","17,15,32",261,149,0.00106823970508,0.0294485771892542,"0.102,0.075,0.421","0.0,0.102,0.034",0.154
36947,"ENSG00000231889.9","TRAF3IP2-AS1","chr6","+",111484743,111484861,111483476,111483665,111574620,111574802,36947,"4,5,1","3,13,5","15,10,10","2,1,9",267,149,0.00106955620804,0.029464198719564,"0.427,0.177,0.1","0.807,0.848,0.383",-0.445
66084,"ENSG00000196247.13","ZNF107","chr7","+",64669036,64669178,64666098,64666285,64679176,64679336,66084,"1,12,16","2,12,10","9,4,0","11,16,26",291,149,0.00107214275259,0.0295251331395461,"0.204,0.339,0.45","0.295,0.113,0.0",0.195
30696,"ENSG00000100983.12","GSS","chr20","-",34942487,34942627,34936942,34937023,34945952,34946098,30696,"1,5,2","1,4,1","2,8,2","1,0,1",289,149,0.00107296480938,0.0295374507339451,"0.34,0.392,0.508","0.508,1.0,0.508",-0.259
12291,"ENSG00000073605.19","GSDMB","chr17","-",39908957,39909042,39906110,39906987,39909755,39909924,12291,"7,13,25","2,0,5","15,22,18","0,0,2",234,149,0.00107372501326,0.0295377441256848,"0.69,1.0,0.761","1.0,1.0,0.851",-0.133
112789,"ENSG00000092108.22","SCFD1","chr14","+",30630476,30630565,30622295,30622399,30638124,30638247,112789,"25,25,14","0,0,0","21,10,7","2,3,1",238,149,0.00107469691694,0.02955416521585,"1.0,1.0,1.0","0.868,0.676,0.814",0.214
73267,"ENSG00000120458.13","MSANTD2","chr11","-",124774718,124774974,124772993,124773054,124799870,124800406,73267,"16,13,16","0,0,2","8,17,27","4,3,1",405,149,0.00107918112446,0.0296671295166777,"1.0,1.0,0.746","0.424,0.676,0.909",0.246
83223,"ENSG00000175029.17","CTBP2","chr10","-",125133511,125133612,125003337,125003492,125160318,125160499,83223,"17,6,20","0,18,0","6,24,2","20,15,12",250,149,0.00108605259148,0.0298040511829722,"1.0,0.166,1.0","0.152,0.488,0.09",0.479
98934,"ENSG00000126460.11","PRRG2","chr19","+",49583912,49583952,49583206,49583304,49588496,49588632,98934,"21,10,21","1,0,0","12,19,10","2,5,0",189,149,0.00108589022397,0.0298040511829722,"0.943,1.0,1.0","0.825,0.75,1.0",0.123
62933,"ENSG00000133961.21","NUMB","chr14","-",73279280,73279424,73275209,73277293,73282358,73282505,62933,"151,188,179","65,55,47","148,149,77","67,99,45",293,149,0.00109291203113,0.0299193684381768,"0.542,0.635,0.659","0.529,0.434,0.465",0.136
82066,"ENSG00000106086.21","PLEKHA8","chr7","+",30050433,30050474,30049223,30049382,30052708,30052866,82066,"38,49,55","9,5,0","24,24,20","10,9,5",190,149,0.00109215606661,0.0299193684381768,"0.768,0.885,1.0","0.653,0.677,0.758",0.188
110613,"ENSG00000084676.16","NCOA1","chr2","+",24768078,24768135,24762686,24762776,24768223,24768543,110613,"6,6,4","4,2,0","6,3,1","1,0,0",206,149,0.00109152657527,0.0299193684381768,"0.52,0.685,1.0","0.813,1.0,1.0",-0.203
56139,"ENSG00000141449.16","GREB1L","chr18","+",21434946,21435075,21403871,21403994,21439520,21439637,56139,"27,21,19","9,10,3","15,18,0","12,24,6",278,149,0.00109471035387,0.0299477947033197,"0.617,0.53,0.772","0.401,0.287,0.0",0.41
28280,"ENSG00000163808.17","KIF15","chr3","+",44810845,44811043,44805844,44805986,44812181,44812289,28280,"67,81,33","0,0,0","28,37,41","9,0,0",347,149,0.0010963135677,0.0299708476719651,"1.0,1.0,1.0","0.572,1.0,1.0",0.143
94494,"ENSG00000103994.18","ZNF106","chr15","-",42456957,42457158,42448071,42448705,42472235,42472321,94494,"17,15,19","1,2,3","23,30,4","1,0,0",350,149,0.00110461124825,0.0301662978277283,"0.879,0.761,0.729","0.907,1.0,1.0",-0.179
37090,"ENSG00000147548.17","NSD3","chr8","-",38299443,38299590,38295795,38295952,38304586,38304757,37090,"43,26,45","2,2,1","15,43,17","7,2,7",296,149,0.0011068685204,0.0302174722671722,"0.915,0.867,0.958","0.519,0.915,0.55",0.252
69279,"ENSG00000122545.22","SEPTIN7","chr7","+",35832797,35832893,35801218,35801270,35863551,35863658,69279,"3,6,7","4,1,4","2,6,5","1,1,0",245,149,0.00111133493009,0.0303079109048593,"0.313,0.785,0.516","0.549,0.785,1.0",-0.24
54358,"ENSG00000247828.10","TMEM161B-DT","chr5","+",88283009,88283086,88282041,88282106,88285743,88285851,54358,"3,3,0","0,3,9","3,2,5","0,2,0",226,149,0.00111502075351,0.0303873999612347,"1.0,0.397,0.0","1.0,0.397,1.0",-0.333
3198,"ENSG00000205581.11","HMGN1","chr21","-",39345829,39345958,39345145,39345274,39347915,39347952,3198,"36,31,56","1,0,0","47,28,41","0,0,23",278,149,0.00111731321309,0.0304288323737693,"0.951,1.0,1.0","1.0,1.0,0.489",0.154
4552,"ENSG00000171456.22","ASXL1","chr20","+",32371777,32371874,32369014,32369123,32372163,32372223,4552,"6,6,8","14,12,21","6,5,0","41,23,34",246,149,0.00112407044304,0.0305811570480489,"0.206,0.232,0.187","0.081,0.116,0.0",0.143
111002,"ENSG00000120699.14","EXOSC8","chr13","+",37003494,37003517,37002933,37003007,37004476,37004561,111002,"0,4,4","1,0,0","1,0,2","2,1,1",172,149,0.00113116684396,0.0307211973834278,"0.0,1.0,1.0","0.302,0.0,0.634",0.355
57834,"ENSG00000054392.13","HHAT","chr1","+",210348932,210349066,210328901,210329104,210387467,210387581,57834,"17,10,12","0,0,0","5,15,9","0,10,0",283,149,0.00113750139487,0.030834722321448,"1.0,1.0,1.0","1.0,0.441,1.0",0.186
73266,"ENSG00000120458.13","MSANTD2","chr11","-",124774718,124774831,124772993,124773054,124799870,124800390,73266,"6,6,11","0,0,2","5,10,13","4,3,1",262,149,0.00113721842973,0.030834722321448,"1.0,1.0,0.758","0.416,0.655,0.881",0.269
47593,"ENSG00000241962.9","ENSG00000241962","chr2","+",99206633,99206757,99195572,99195756,99215997,99216114,47593,"0,2,6","3,2,0","0,0,0","11,2,1",273,149,0.00114209493729,0.0309114740667965,"0.0,0.353,1.0","0.0,0.0,0.0",0.451
75265,"ENSG00000203666.13","EFCAB2","chr1","+",245002120,245002232,244969981,244970443,245017241,245017326,75265,"6,6,14","3,6,6","13,15,16","0,4,1",261,149,0.00114913266906,0.0310806078627193,"0.533,0.363,0.571","1.0,0.682,0.901",-0.372
20572,"ENSG00000140105.18","WARS1","chr14","-",100375282,100375350,100369086,100369258,100375510,100376251,20572,"21,25,20","0,0,0","29,40,26","0,2,6",217,149,0.00115368076318,0.031184956829298,"1.0,1.0,1.0","1.0,0.932,0.748",0.107
54456,"ENSG00000173726.11","TOMM20","chr1","-",235119338,235119406,235112024,235112108,235119817,235119899,54456,"17,7,10","1,0,0","5,3,9","1,0,5",217,149,0.00115505752797,0.0311990769565701,"0.921,1.0,1.0","0.774,1.0,0.553",0.198
5930,"ENSG00000087076.9","HSD17B14","chr19","-",48813662,48813730,48813108,48813348,48815036,48815072,5930,"6,19,10","4,5,12","35,28,14","4,4,2",217,149,0.00115626572222,0.0312199667340765,"0.507,0.723,0.364","0.857,0.828,0.828",-0.306
51104,"ENSG00000142856.17","ITGB3BP","chr1","-",63478763,63478833,63457683,63458373,63508527,63508570,51104,"13,6,9","0,4,2","9,14,7","0,0,0",219,149,0.00116366793146,0.0313339555920806,"1.0,0.505,0.754","1.0,1.0,1.0",-0.247
65625,"ENSG00000180071.21","ANKRD18A","chr9","-",38541288,38541562,38540682,38540849,38542311,38543156,65625,"2,7,8","1,2,2","3,2,0","5,2,3",423,149,0.00116344873051,0.0313339555920806,"0.413,0.552,0.585","0.174,0.26,0.0",0.372
97611,"ENSG00000128654.14","MTX2","chr2","+",176329369,176329426,176328873,176328912,176337492,176337630,97611,"5,2,0","0,4,2","5,3,1","2,0,0",206,149,0.00116890634122,0.0314427826905305,"1.0,0.266,0.0","0.644,1.0,1.0",-0.459
96177,"ENSG00000160323.19","ADAMTS13","chr9","+",133438245,133438366,133437748,133437897,133439365,133439446,96177,"14,7,8","1,0,0","22,7,5","9,0,0",270,149,0.00117060758694,0.0314610729747582,"0.885,1.0,1.0","0.574,1.0,1.0",0.104
17972,"ENSG00000188659.10","SAXO2","chr15","+",82263358,82263438,82263138,82263188,82264672,82264881,17972,"5,11,3","7,3,2","1,4,8","1,1,0",229,149,0.00117122499033,0.0314622009587113,"0.317,0.705,0.494","0.394,0.722,1.0",-0.2
582,"ENSG00000101901.13","ALG13","chrX","+",111721602,111721711,111720094,111720170,111723797,111723881,582,"18,20,24","2,0,0","10,17,13","5,2,0",258,149,0.00117219584549,0.0314775521506965,"0.839,1.0,1.0","0.536,0.831,1.0",0.157
107169,"ENSG00000226009.3","KCNIP2-AS1","chr10","+",101827859,101827939,101818772,101819248,101828180,101828885,107169,"7,5,9","0,0,0","1,10,11","4,0,2",229,149,0.00118428574277,0.0317697347911564,"1.0,1.0,1.0","0.14,1.0,0.782",0.359
7944,"ENSG00000130165.11","ELOF1","chr19","-",11555173,11555253,11554231,11554365,11555344,11555467,7944,"7,21,21","1,2,1","23,37,39","12,8,9",229,149,0.00118988761844,0.0318874507471434,"0.82,0.872,0.932","0.555,0.751,0.738",0.193
50260,"ENSG00000206559.8","ZCWPW2","chr3","+",28515553,28515621,28514063,28514122,28520991,28521116,50260,"9,12,2","0,0,1","0,14,4","2,8,0",217,149,0.00119289399475,0.0319269807068733,"1.0,1.0,0.579","0.0,0.546,1.0",0.344
96345,"ENSG00000204003.8","ENSG00000204003","chr9","-",136741880,136742020,136739949,136740048,136742786,136742962,96345,"0,2,7","3,0,0","0,1,1","2,2,0",289,149,0.00119699358835,0.0319800168358662,"0.0,1.0,1.0","0.0,0.205,1.0",0.265
68265,"ENSG00000138050.15","THUMPD2","chr2","-",39755294,39755409,39744369,39744478,39755888,39755960,68265,"84,67,48","10,10,6","60,91,52","2,0,6",264,149,0.00119825349296,0.0320028292265816,"0.826,0.791,0.819","0.944,1.0,0.83",-0.113
37031,"ENSG00000177058.12","SLC38A9","chr5","-",55704321,55704434,55702738,55702894,55711451,55711499,37031,"17,14,22","2,0,0","19,12,7","7,1,0",262,149,0.00120920956072,0.0322408158078981,"0.829,1.0,1.0","0.607,0.872,1.0",0.117
112612,"ENSG00000157326.19","DHRS4","chr14","+",23966282,23966417,23955034,23955212,23967210,23967266,112612,"104,82,110","12,5,15","97,97,52","15,30,18",284,149,0.00121398430321,0.032355040770856,"0.82,0.896,0.794","0.772,0.629,0.602",0.169
80164,"ENSG00000138757.15","G3BP2","chr4","-",75724055,75724176,75661930,75662049,75724275,75724419,80164,"67,44,43","52,61,45","43,65,64","25,37,30",270,149,0.00121722499727,0.0323997258223016,"0.416,0.285,0.345","0.487,0.492,0.541",-0.158
90971,"ENSG00000247081.8","BAALC-AS1","chr8","-",103277977,103278021,103267241,103267520,103285837,103285902,90971,"2,2,3","0,0,0","0,1,3","4,1,0",193,149,0.00121771689592,0.0324018761485263,"1.0,1.0,1.0","0.0,0.436,1.0",0.521
76329,"ENSG00000214193.11","SH3D21","chr1","+",36307917,36307963,36307769,36307825,36308388,36308475,76329,"6,12,17","4,3,7","2,3,2","6,3,6",195,149,0.00122480692605,0.0325356110133572,"0.534,0.753,0.65","0.203,0.433,0.203",0.366
20347,"ENSG00000075413.19","MARK3","chr14","+",103500155,103500200,103498501,103498528,103502881,103503071,20347,"1,5,12","0,0,0","1,1,1","0,2,2",194,149,0.00122704113294,0.0325730033319859,"1.0,1.0,1.0","1.0,0.277,0.277",0.482
21583,"ENSG00000081177.19","EXD2","chr14","+",69208829,69209082,69191812,69192039,69209423,69209438,21583,"0,0,12","11,12,9","0,0,0","3,2,11",402,149,0.00122700327207,0.0325730033319859,"0.0,0.0,0.331","0.0,0.0,0.0",0.11
53365,"ENSG00000078369.19","GNB1","chr1","-",1879786,1879902,1853151,1853297,1890363,1890425,53365,"4,9,0","2,3,2","3,1,0","0,0,1",265,149,0.00123266232897,0.032689775666942,"0.529,0.628,0.0","1.0,1.0,0.0",-0.281
60708,"ENSG00000168014.18","C2CD3","chr11","-",74057405,74057544,74049336,74049542,74074252,74074505,60708,"19,34,45","0,0,0","32,37,28","2,4,1",288,149,0.00123264142069,0.032689775666942,"1.0,1.0,1.0","0.892,0.827,0.935",0.115
80767,"ENSG00000164828.18","SUN1","chr7","+",832504,832601,816614,816673,841945,842019,80767,"4,4,2","2,3,0","1,3,4","0,0,0",246,149,0.00123849723541,0.0327981929700697,"0.548,0.447,1.0","1.0,1.0,1.0",-0.335
34115,"ENSG00000256061.7","DNAAF4","chr15","-",55432496,55432602,55430307,55430779,55434904,55435058,34115,"12,23,23","6,12,1","16,19,9","3,0,0",255,149,0.0012461847394,0.0329590772603393,"0.539,0.528,0.931","0.757,1.0,1.0",-0.253
56405,"ENSG00000164494.12","PDSS2","chr6","-",107210438,107210570,107193821,107193854,107212108,107212159,56405,"77,85,50","4,17,11","41,48,75","5,1,1",281,149,0.00125649349774,0.0331492277160493,"0.911,0.726,0.707","0.813,0.962,0.975",-0.135
71062,"ENSG00000291136.1","ENSG00000291136","chr7","-",66588511,66588580,66573384,66573550,66592256,66592386,71062,"12,27,6","28,107,60","23,36,14","44,29,37",218,149,0.00125842055872,0.0331824745184064,"0.227,0.147,0.064","0.263,0.459,0.205",-0.163
40906,"ENSG00000291176.1","ENSG00000291176","chr2","+",96019200,96019274,96010531,96010732,96019480,96019700,40906,"9,0,7","2,3,3","8,11,2","0,0,2",223,149,0.00126476035981,0.033296259140887,"0.75,0.0,0.609","1.0,1.0,0.401",-0.347
92347,"ENSG00000147789.16","ZNF7","chr8","+",144829042,144829090,144827517,144827609,144837390,144837507,92347,"12,0,0","22,22,23","5,6,8","1,14,7",197,149,0.00126484806024,0.033296259140887,"0.292,0.0,0.0","0.791,0.245,0.464",-0.403
91583,"ENSG00000183196.10","CHST6","chr16","-",75478083,75479844,75473360,75473467,75481816,75481981,91583,"470,482,482","11,9,17","540,622,454","2,10,4",1910,149,0.00126756513292,0.0333566430554557,"0.769,0.807,0.689","0.955,0.829,0.899",-0.139
9098,"ENSG00000081923.15","ATP8B1","chr18","-",57701038,57701100,57697794,57697867,57706489,57706587,9098,"10,21,18","0,1,6","8,20,21","0,0,0",211,149,0.00127245128161,0.0334294159200307,"1.0,0.937,0.679","1.0,1.0,1.0",-0.128
92414,"ENSG00000104497.15","SNX16","chr8","-",81815324,81815394,81803091,81803228,81823791,81823940,92414,"70,74,49","4,1,7","17,37,23","7,9,3",219,149,0.00127912739035,0.0335824201433828,"0.923,0.981,0.826","0.623,0.737,0.839",0.177
52965,"ENSG00000118482.12","PHF3","chr6","+",63646526,63646795,63635801,63636150,63678827,63679020,52965,"71,79,54","4,0,4","48,61,41","0,0,0",418,149,0.00127990737694,0.0335917082629125,"0.864,1.0,0.828","1.0,1.0,1.0",-0.103
83727,"ENSG00000010704.20","HFE","chr6","+",26094185,26094218,26093118,26093232,26094403,26095472,83727,"13,15,19","2,0,6","17,23,16","2,0,0",182,149,0.0012855488957,0.0337060998717883,"0.842,1.0,0.722","0.874,1.0,1.0",-0.103
80874,"ENSG00000115687.14","PASK","chr2","-",241115287,241115413,241112239,241112439,241122731,241122899,80874,"36,39,30","7,0,4","41,59,34","3,0,0",275,149,0.00128964343146,0.0337797431208109,"0.736,1.0,0.803","0.881,1.0,1.0",-0.114
13270,"ENSG00000006740.18","ARHGAP44","chr17","+",12984530,12984908,12974088,12974310,12990031,12990584,13270,"21,24,30","0,0,0","31,27,26","8,0,0",527,149,0.0012903225165,0.0337863020391852,"1.0,1.0,1.0","0.523,1.0,1.0",0.159
49528,"ENSG00000198830.12","HMGN2","chr1","+",26473459,26473527,26472449,26472627,26474084,26474128,49528,"5,1,9","0,0,0","3,1,4","0,2,3",217,149,0.001292643035,0.0338081195706759,"1.0,1.0,1.0","1.0,0.256,0.478",0.422
72006,"ENSG00000153094.26","BCL2L11","chr2","+",111124049,111124139,111123732,111123869,111150043,111150147,72006,"48,42,38","0,3,2","40,33,15","6,3,6",239,149,0.00129287156488,0.0338081195706759,"1.0,0.897,0.922","0.806,0.873,0.609",0.177
82082,"ENSG00000145390.12","USP53","chr4","+",119239217,119239903,119235289,119235411,119245336,119245429,82082,"77,103,73","0,4,3","73,88,65","0,0,0",835,149,0.00129388447637,0.033823384744644,"1.0,0.821,0.813","1.0,1.0,1.0",-0.122
6202,"ENSG00000012061.17","ERCC1","chr19","-",45449172,45449244,45423269,45423381,45478735,45478828,6202,"7,9,6","2,0,0","12,12,7","0,11,3",221,149,0.00129863425264,0.0339250442896326,"0.702,1.0,1.0","1.0,0.424,0.611",0.222
21039,"ENSG00000119720.18","NRDE2","chr14","-",90301773,90301803,90301238,90301372,90302719,90302837,21039,"2,0,0","22,8,23","0,3,6","20,9,19",179,149,0.00130521716325,0.0340433472739658,"0.07,0.0,0.0","0.0,0.217,0.208",-0.118
46520,"ENSG00000137210.14","TMEM14B","chr6","+",10751132,10751234,10749201,10749268,10756466,10756615,46520,"18,18,7","0,0,0","12,18,8","0,1,6",251,149,0.00130575447325,0.0340433472739658,"1.0,1.0,1.0","1.0,0.914,0.442",0.215
20601,"ENSG00000168350.8","DEGS2","chr14","-",100148967,100149710,100143956,100146907,100159505,100159645,20601,"59,78,80","0,0,3","49,57,39","1,2,8",892,149,0.00130817348464,0.0340613456200534,"1.0,1.0,0.817","0.891,0.826,0.449",0.217
101190,"ENSG00000221968.9","FADS3","chr11","-",61877510,61877587,61876358,61876455,61878511,61878582,101190,"1,16,12","0,0,1","8,16,1","3,3,0",226,149,0.00130789347665,0.0340613456200534,"1.0,1.0,0.888","0.637,0.779,1.0",0.157
52668,"ENSG00000054277.14","OPN3","chr1","-",241604259,241604579,241597745,241597997,241639881,241640369,52668,"24,28,15","7,0,1","20,28,18","8,17,8",469,149,0.00131809971588,0.0342745064688493,"0.521,1.0,0.827","0.443,0.344,0.417",0.381
61204,"ENSG00000137449.17","CPEB2","chr4","+",15008337,15008427,15007304,15007586,15017187,15017278,61204,"5,11,4","5,11,5","0,3,0","1,8,2",239,149,0.00132867940085,0.0344813523141234,"0.384,0.384,0.333","0.0,0.189,0.0",0.304
27554,"ENSG00000136883.16","KIF12","chr9","-",114094180,114094271,114093885,114093972,114094352,114094455,27554,"16,30,23","2,0,5","16,18,17","0,0,0",240,149,0.00133102616445,0.0345308845132083,"0.832,1.0,0.741","1.0,1.0,1.0",-0.142
52958,"ENSG00000011114.15","BTBD7","chr14","-",93253646,93253790,93251462,93251652,93257194,93257355,52958,"73,46,58","2,6,10","63,68,99","3,2,1",293,149,0.00133262027844,0.0345569323328108,"0.949,0.796,0.747","0.914,0.945,0.981",-0.116
63827,"ENSG00000172113.10","NME6","chr3","-",48300430,48300634,48298426,48298523,48301269,48301362,63827,"0,2,3","1,0,0","9,5,4","5,1,6",353,149,0.00133441587115,0.0345733027234343,"0.0,1.0,1.0","0.432,0.679,0.22",0.223
35811,"ENSG00000049541.11","RFC2","chr7","-",74243145,74243246,74235530,74235645,74249738,74249780,35811,"7,10,25","2,0,0","8,13,8","3,4,0",250,149,0.00134442144209,0.0347753777349273,"0.676,1.0,1.0","0.614,0.66,1.0",0.134
25284,"ENSG00000158079.16","PTPDC1","chr9","+",94101565,94101751,94030793,94031127,94104274,94104385,25284,"13,33,9","1,0,8","19,10,22","1,0,0",335,149,0.00134711148403,0.0348106857750244,"0.853,1.0,0.333","0.894,1.0,1.0",-0.236
59445,"ENSG00000232995.7","ENSG00000232995","chr1","-",163319181,163319291,163308543,163308631,163321621,163321704,59445,"15,23,19","5,5,0","12,17,10","0,2,0",259,149,0.00135007838871,0.0348644915485513,"0.633,0.726,1.0","1.0,0.83,1.0",-0.157
66638,"ENSG00000167646.14","DNAAF3","chr19","-",55165857,55166077,55165369,55165463,55166328,55166417,66638,"26,48,55","0,1,0","18,33,23","0,8,0",369,149,0.00135218538636,0.0349074651902926,"1.0,0.951,1.0","1.0,0.625,1.0",0.109
74087,"ENSG00000137076.22","TLN1","chr9","-",35718355,35718406,35717618,35717786,35718811,35718910,74087,"205,207,170","67,73,83","219,222,167","103,162,118",200,149,0.00135684284946,0.0349933145223134,"0.695,0.679,0.604","0.613,0.505,0.513",0.116
11329,"ENSG00000293515.1","ENSG00000293515","chr17","-",60085931,60086126,60085054,60085203,60088196,60088256,11329,"0,0,3","14,14,10","0,10,4","16,8,11",344,149,0.0013640081389,0.0351393003484686,"0.0,0.0,0.115","0.0,0.351,0.136",-0.124
110863,"ENSG00000278535.5","DHRS11","chr17","+",36598920,36599050,36594586,36595180,36599670,36599763,110863,"25,48,43","5,0,3","41,36,41","0,0,1",279,149,0.00136689948432,0.0351950940400787,"0.728,1.0,0.884","1.0,1.0,0.956",-0.115
29573,"ENSG00000129646.16","QRICH2","chr17","-",76304881,76304941,76304414,76304525,76307464,76307565,29573,"0,7,5","3,0,2","2,2,5","0,0,0",209,149,0.00137149940267,0.0352904751620751,"0.0,1.0,0.641","1.0,1.0,1.0",-0.453
15520,"ENSG00000126246.10","IGFLR1","chr19","-",35739709,35739769,35739214,35739626,35740379,35740549,15520,"7,18,33","14,26,31","4,18,11","26,49,33",209,149,0.00137251876603,0.0353051783761927,"0.263,0.33,0.431","0.099,0.208,0.192",0.175
58197,"ENSG00000185379.21","RAD51D","chr17","-",35118500,35118619,35116858,35117037,35119110,35119157,58197,"12,15,8","6,0,2","8,24,18","2,0,0",268,149,0.00138097752788,0.035496143642572,"0.527,1.0,0.69","0.69,1.0,1.0",-0.158
3423,"ENSG00000198862.14","LTN1","chr21","-",28967601,28967973,28966894,28967179,28969465,28969601,3423,"0,0,0","14,13,4","2,0,8","2,6,1",521,149,0.00138892614976,0.0356457878519487,"0.0,0.0,0.0","0.222,0.0,0.696",-0.306
97179,"ENSG00000107614.22","TRDMT1","chr10","-",17168840,17168917,17159145,17159229,17174550,17174660,97179,"11,15,32","1,6,0","12,16,10","0,0,0",226,149,0.00139080283589,0.0356707209601921,"0.879,0.622,1.0","1.0,1.0,1.0",-0.166
3983,"ENSG00000101017.15","CD40","chr20","+",46126639,46126741,46123125,46123219,46128137,46128224,3983,"48,53,62","16,14,26","47,82,46","32,55,31",251,149,0.00139903674562,0.0358188813758786,"0.64,0.692,0.586","0.466,0.47,0.468",0.171
87006,"ENSG00000196511.15","TPK1","chr7","-",144681806,144681864,144648806,144648879,144682908,144682978,87006,"6,0,2","13,14,11","0,1,0","10,17,6",207,149,0.00139930642335,0.0358188813758786,"0.249,0.0,0.116","0.0,0.041,0.0",0.108
70375,"ENSG00000188070.9","ZFTA","chr11","-",63764037,63764598,63759891,63763869,63765806,63766304,70375,"45,40,39","12,8,8","32,47,27","15,22,20",710,149,0.00140908999228,0.0360342075735069,"0.44,0.512,0.506","0.309,0.31,0.221",0.206
55789,"ENSG00000143217.9","NECTIN4","chr1","-",161073224,161073299,161070997,161072885,161073719,161073795,55789,"0,0,2","2,1,3","7,5,0","3,1,3",224,149,0.00140977094463,0.0360399276681847,"0.0,0.0,0.307","0.608,0.769,0.0",-0.357
75712,"ENSG00000102606.20","ARHGEF7","chr13","+",111205288,111205373,111153713,111153991,111217678,111217880,75712,"144,142,152","17,9,22","150,159,153","18,45,46",234,149,0.00141688514969,0.0361631486634771,"0.844,0.909,0.815","0.841,0.692,0.679",0.119
78235,"ENSG00000123552.18","USP45","chr6","-",99437245,99437399,99432324,99435846,99439768,99439855,78235,"27,17,38","1,0,6","28,22,22","0,0,0",303,149,0.00141837081253,0.0361776361131236,"0.93,1.0,0.757","1.0,1.0,1.0",-0.104
59277,"ENSG00000268902.5","CSAG2","chrX","-",152708834,152709007,152708260,152708640,152709460,152709575,59277,"6,5,6","9,4,4","6,1,1","11,17,11",322,149,0.00142410024615,0.0362768134777997,"0.236,0.366,0.41","0.202,0.026,0.04",0.248
102258,"ENSG00000137500.10","CCDC90B","chr11","-",83285126,83285211,83274638,83274740,83285872,83285979,102258,"4,8,1","1,1,0","1,0,5","0,4,2",234,149,0.0014246934858,0.0362801993807195,"0.718,0.836,1.0","1.0,0.0,0.614",0.313
105688,"ENSG00000114861.24","FOXP1","chr3","-",71581548,71581697,71493425,71493555,71583570,71583586,105688,"21,10,31","1,0,1","22,17,5","1,4,2",298,149,0.00142954465292,0.0363684834796287,"0.913,1.0,0.939","0.917,0.68,0.556",0.233
77488,"ENSG00000245648.2","KLRK1-AS1","chr12","+",10373040,10373137,10363874,10364033,10374034,10374136,77488,"11,9,18","25,28,23","5,2,7","23,42,21",246,149,0.00143111539438,0.0363966956463568,"0.21,0.163,0.322","0.116,0.028,0.168",0.128
27645,"ENSG00000188112.10","C6orf132","chr6","-",42125931,42126843,42110215,42110291,42128671,42128778,27645,"85,76,71","38,41,48","110,151,113","37,39,42",1061,149,0.00143253012164,0.0364209230764699,"0.239,0.207,0.172","0.295,0.352,0.274",-0.101
10102,"ENSG00000141562.19","NARF","chr17","+",82468763,82468896,82459991,82460072,82478570,82478667,10102,"8,11,4","0,1,0","1,8,9","10,0,1",282,149,0.00143358135031,0.0364358962027355,"1.0,0.853,1.0","0.05,1.0,0.826",0.326
72424,"ENSG00000115112.8","TFCP2L1","chr2","-",121231825,121231968,121225561,121225613,121234090,121234194,72424,"36,43,53","7,1,0","37,40,59","0,0,0",292,149,0.00144548259889,0.0366085137186383,"0.724,0.956,1.0","1.0,1.0,1.0",-0.107
